region,okato,year,VDS_r,ITcosts_r,skvozcosts_r,trainingcosts_r,RDcosts_r,RDsalary_r,RDequip_r
Орловская область,54,2020,0.03933402557797022,0.2595139329738805,0.019248597184577696,0.36860043453567837,0.08723247350302513,0.5685261582116599,0.6409249348730854
Орловская область,54,2021,0.04230815296143269,0.3166150479844366,0.04706561465004129,0.15254900126645515,0.0676155371851731,0.6526205157956386,0.5371726371124768
Орловская область,54,2022,0.03849245244625399,0.31360801841644503,0.006552753862137727,0.24163815654811174,0.08061545746847616,0.6373580717468925,0.7200782555596001
Орловская область,54,2023,0.03680751005188305,0.31268874548714043,0.0009123733116053345,0.07362927863079612,0.07985945590438619,0.6916036894678419,0.7890726977651501
Пензенская область,56,2020,0.06721006578907561,0.2615714154940997,0.2658504816470899,0.4201028173664695,0.27942937259988077,0.6605317934373688,0.0938438256311217
Пензенская область,56,2021,0.06745898944340058,0.26056099584551307,0.21212007011073886,0.20283248773084936,0.32892075440414487,0.5959198664286541,0.1490893894056945
Пензенская область,56,2022,0.06182743836731118,0.28651781277196686,0.18314248929821425,0.12277720758936883,0.2890959112327304,0.6151176467782014,0.030819089778428566
Пензенская область,56,2023,0.061161077786536976,0.2697298027521901,0.07163502847367459,0.1710709131207414,0.2726902580505888,0.6942323954816313,0.022805711531806373
Пензенская область,56,2024,0.06148140846347061,0.26793476649054593,0.04995879360362959,0.19909467414711066,0.3013699629732662,0.5579560728710936,0.030592044575496254
Пермский край,57,2021,0.21982052511096375,0.41886383674968053,0.12680319407977847,1.0,0.5653054469393617,0.33785764570886473,0.07047147014347391
Пермский край,57,2022,0.20920289695068298,0.515453839463184,0.04882769989273922,0.5689433907437372,0.5209886505074796,0.39468453406078324,0.051584758937998285
Пермский край,57,2024,0.1993606368448253,0.5354971398025211,0.1215073716635522,0.489385740904679,0.5104078639994396,0.34900180867860076,0.045277280407613155
Ростовская область,60,2020,0.2397581073425183,0.2912627957298257,0.23228426623992451,0.3894819706771706,0.31141087249546,0.5608417182393975,0.21077828806080876
Ростовская область,60,2021,0.2567680809252578,0.31428512964635347,0.4082785473368295,0.21426592765316108,0.24538586590074687,0.6115738172903481,0.22460116573825922
Ростовская область,60,2022,0.24468701339212437,0.2771742005519826,0.11188667588685713,0.48941705908697314,0.21675975442823056,0.5698333015211876,0.42635094562909087
Ростовская область,60,2023,0.25351464761989884,0.2701562267979973,0.09443490797870237,0.1902025841675076,0.22771729927470477,0.5231964604166314,0.6093231458730146
Рязанская область,61,2020,0.06462258016069838,0.4073148360162691,0.02370007032664761,0.27346916298450097,0.12433081242942717,0.614226469530148,0.17367726853570503
Рязанская область,61,2021,0.06850559500435169,0.48005001972479466,0.02373047567770221,0.24828699556275796,0.11082951197609557,0.666818826796381,0.032411211007845525
Рязанская область,61,2022,0.06502188627017559,0.5149784576165561,0.019610462609305795,0.4109984924852967,0.13608433114648008,0.6034458938508757,0.057172307050755905
Рязанская область,61,2023,0.06516131283400615,0.4853126654086984,0.03349733901713115,0.18587237280441216,0.12405277078151458,0.6001381760655081,0.2210476757085429
Рязанская область,61,2024,0.06252960941565633,0.5235429823884385,0.05250512798890057,0.2727276017371279,0.08919253337943728,0.6918784350561097,0.15535070488296598
Саратовская область,63,2021,0.12686459103079747,0.40215658747803373,0.18526536429332133,0.1948336325953265,0.2607816279918956,0.4905201643680222,0.11320854116058635
Саратовская область,63,2022,0.12407179514560207,0.3929748596991469,0.9704712221221924,0.19074728876496003,0.1773153112632416,0.6566318154392646,0.11539084205886457
Сахалинская область,64,2022,0.1741862457847857,0.18159793109699002,0.026042486773025737,0.5693313088131816,0.02226531597902953,0.8844019002284024,0.1854188216821902
Сахалинская область,64,2023,0.147729813964791,0.1986601426920498,0.05209641328434543,0.5177729848406791,0.02656229153177584,0.8579454673491407,0.35864722064152565
Сахалинская область,64,2024,0.12842726507920266,0.23407505475438886,0.6446870254396552,0.9472472035709085,0.03545028248692606,0.7860623721260297,0.10148535185782595
Свердловская область,65,2020,0.3543821390277696,0.4697394641114003,0.3637492483529823,0.4242669024492444,0.4392225653416108,0.45831006352395165,0.09618132611352866
Свердловская область,65,2021,0.38992496295639695,0.49071838658704653,0.09148989324855361,0.7448176593443148,0.40079637178835653,0.47294433941204034,0.15123710298289642
Свердловская область,65,2022,0.36560376233010855,0.5081882350438945,0.06505446632014594,0.47346354183124323,0.4461277695501129,0.5110834765874483,0.17422324584696394
Свердловская область,65,2023,0.39011764582625974,0.5005496277466635,0.04595461253840137,0.518907647467148,0.4028870892732611,0.4840000549211031,0.25613910997371103
Свердловская область,65,2024,0.36342990695517174,0.5571540254098029,0.057886965734594766,0.4328791940100683,0.5553076709144339,0.3584133932751837,0.19577144078518288
Смоленская область,66,2020,0.05058336125903404,0.2778909689551339,0.03956065400028358,0.6339274180651845,0.1486224199370926,0.7810174948681108,0.017417020462510025
Смоленская область,66,2021,0.053461714891942284,0.411448483274735,0.01865759537149886,0.2668265055200458,0.15315129284465326,0.6594305217120767,0.6861569634454466
Смоленская область,66,2022,0.050680262711790394,0.3580028143368721,0.010279073934074906,0.2932864379707326,0.12965886094103102,0.814683543658798,0.03408128071567055
Смоленская область,66,2023,0.05188435356983416,0.35264047615191496,0.3675291027972934,0.2218349603685589,0.13978533687601122,0.8829099229597405,0.044602324537363965
Смоленская область,66,2024,0.050167827518361206,0.32877792305399706,0.0036765379367021843,0.30173475442320513,0.10061326388508778,0.8007811451782713,0.14706991161335498
Тамбовская область,68,2020,0.051993865116180094,0.2806337906440533,0.0904212462665493,0.22356467615079587,0.10989040714206574,0.5325980850984038,0.22166372065360615
Тамбовская область,68,2021,0.055077743608439006,0.2744291286092613,0.19416815995354578,0.3048758916325805,0.07680506559471426,0.5664735372480849,0.4134553176877667
Тамбовская область,68,2022,0.04734427323018167,0.24368712093950604,0.15979641149019855,0.3303086637889917,0.07974731029887393,0.586485226657699,0.6160248268021049
Тамбовская область,68,2023,0.048492065704933904,0.27801237255655903,0.05165405437523228,0.345231823339645,0.06892636426991115,0.5774072066862259,0.32637974018433674
Тамбовская область,68,2024,0.04443361319448851,0.3558396839578292,0.09096968210743331,0.21286801855019002,0.07893411948617103,0.5335353794922578,0.16052263086322402
Томская область,69,2021,0.09028896126819319,0.6151406973564248,1.0,0.3866720568600033,0.7757803032070036,0.6228586902530322,0.5221684146934169
Томская область,69,2022,0.08534940625540038,0.6022246055080298,0.9038075330179421,0.20730021979403823,0.7875301418410853,0.6134724024571959,0.3539937598459591
Томская область,69,2023,0.08489317975684191,0.6083717102618863,0.1373180399916749,0.1978004084493151,0.8393139749564933,0.6144260641702104,0.20343384074218465
Томская область,69,2024,0.08397287649481851,0.5774717728518041,0.369520314263894,0.09946028578269847,0.8101565119733933,0.5988071491868263,0.29856711425101184
Ставропольский край,7,2020,0.11855526327901914,0.3235387606061845,0.1381601913975128,0.32125667608893504,0.08557628371112223,0.5780349671721885,0.22387912437166418
Ставропольский край,7,2021,0.1308086915942049,0.2985685695621402,0.09264451533144527,0.2986889069242532,0.08395489910682026,0.5670851331821194,0.2510141712880762
Ставропольский край,7,2022,0.12437424769586436,0.26184121289988593,0.04562866880579629,0.27506364830373653,0.09228344053073943,0.5670947313304718,0.1403213920460609
Ставропольский край,7,2023,0.12669928611172016,0.22431352638504093,0.41795891944239166,0.4818341936222696,0.10522562190603242,0.4914155075001262,0.1197460278471709
Ставропольский край,7,2024,0.1221589404091313,0.2615786257940116,0.4873139630117887,0.5647293452775423,0.08128044596644118,0.6628825483307742,0.09646741543946773
Тульская область,70,2020,0.09974338813569382,0.42080226325693443,0.05413469992695402,0.18974201951760503,0.6597301324947137,0.2958316369513555,0.021295799075721166
Тульская область,70,2021,0.1112025684351888,0.3530941464193274,0.058017103246732454,0.16323052799392812,0.46718465377536833,0.391240574228934,0.04686075145464595
Тульская область,70,2022,0.10560956840040753,0.3075414513767612,0.0704050200738604,0.1672469445728226,0.42473745649114747,0.3779673937703091,0.12324557759933936
Тульская область,70,2023,0.10695296389370103,0.2745154854822963,0.035794144191097436,0.18775980742546214,0.46765041657619233,0.30452828253776515,0.060810696719504946
Тульская область,70,2024,0.09990315086293713,0.3137357602980008,0.023472579999283264,0.1688195678678536,0.32075095064244113,0.39341997648037447,0.04836732616371952
Тюменская область,71,2020,1.0,0.26462940170152166,0.8497039238689192,0.12360026434366918,0.0971042895217934,0.71392066889991,0.028824791652933696
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),71001,2020,0.1619848643042102,0.4205495080555778,0.07719163195936311,0.1209972848806887,0.48451180998647875,0.7179392239710443,0.01956033374464909
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),71001,2021,0.19553794719850098,0.3793427266226257,0.0108734296784753,0.09415569946298318,0.43058828076385464,0.6678490846841773,0.025269954451189968
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),71001,2022,0.18030169133959242,0.34452949677199723,0.08265462647418602,0.1704882180063104,0.4398193263939072,0.7216702545559099,0.011214254003821231
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),71001,2023,0.17831091938159185,0.3698070372295506,0.12211320540046754,0.11607555213749092,0.4619331920461029,0.6805959050777625,0.022194909613844422
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),71001,2024,0.1694793237349949,0.35694157770820406,0.19143833913621675,0.10830394682431786,0.4481563253512288,0.7209949124343406,0.03156549041595958
Ханты-Мансийский автономный округ - Югра (Тюменская область),711,2020,0.4601888695193645,0.2694223676325408,0.009078997878628899,0.08739804238951647,0.03825698032724088,0.6781259205453042,0.07178725150077149
Ханты-Мансийский автономный округ - Югра (Тюменская область),711,2021,0.7036491878254334,0.2044763864705189,0.9714725979734353,0.13602715805107005,0.0147523547561159,0.6902105011387892,0.08014305954683708
Ханты-Мансийский автономный округ - Югра (Тюменская область),711,2022,0.7164692294031808,0.17151227149202503,0.29662751945290144,0.22720847826748333,0.017856916929965407,0.6893024747353423,0.0939199725875145
Ханты-Мансийский автономный округ - Югра (Тюменская область),711,2024,0.760520370723807,0.1523382469957723,0.1723095102532231,0.11545899324234635,0.013080288546315284,0.6599255363503764,0.16356674522433773
Ульяновская область,73,2020,0.06147733381522589,0.36721314316197734,0.33778708153216086,0.2642204919235222,0.9674356766550436,0.3790132006201776,0.01843102121530807
Челябинская область,75,2021,0.2585092565641822,0.3995610364936196,0.5792051846210089,0.27976376245734125,0.6399568153681685,0.4164503655450117,0.25538515312951865
Челябинская область,75,2023,0.24080963950462475,0.4703127085595046,0.4717520892167181,0.16497030459562778,0.4764299117669265,0.48325740782310417,0.16465887299535428
Челябинская область,75,2024,0.22600027405818718,0.40488375375957103,0.4087027724101656,0.30330586913207136,0.47143131587401976,0.5088666911693881,0.5546932343392067
Забайкальский край,76,2020,0.058672700113735626,0.2855361360359979,0.034707286675417566,0.32023070611307447,0.04493160203716646,0.5998799138853568,0.35899624863135676
Ярославская область,78,2020,0.08593434091573048,0.28862910720796564,0.13873905908418593,0.1888012444647227,0.46020849017015447,0.39037221355460244,0.21256677969560203
Ярославская область,78,2021,0.08776346587268852,0.3048646272945234,0.4791902234881536,0.21195718036456296,0.6953330247894272,0.28453290263392833,0.145479908362485
Ярославская область,78,2022,0.07847361881255156,0.3914217633750177,0.08160198842294748,0.1861508494435908,0.8273855632048224,0.29650665395276415,0.2089621952241554
Ярославская область,78,2023,0.08075829192828818,0.35658493842113453,0.05542794674083482,0.3131740639986831,1.0,0.24049196401063677,0.13843071146098257
Ярославская область,78,2024,0.07871240628990055,0.361778186035871,0.03670610485879747,0.4166590011872278,0.7467947029322742,0.283264902800992,0.1214450178667664
Республика Адыгея (Адыгея),79,2020,0.01971746057581129,0.25228239448705386,0.004046322290222918,0.4298765836474094,0.04795365391384512,0.790800256962762,0.5085169998562643
Республика Адыгея (Адыгея),79,2022,0.01997983317015941,0.2632701534587017,0.042889323044272905,0.4076216701758398,0.05242835163021864,0.6553022358838794,0.9695969737832673
Хабаровский край,8,2020,0.12039142620139832,0.33914528895007234,0.025822646398082627,0.27175770202435723,0.08047970200634458,0.845849300435617,0.11267895255860721
Хабаровский край,8,2021,0.12839935221629376,0.4054705538576994,0.19806248730820536,0.22481548649893984,0.07932090246881988,0.7938345753242836,0.05187125817601013
Хабаровский край,8,2022,0.1129108713643976,0.5806789737645435,0.26539881291365824,0.11143824528336678,0.06718154201184931,0.8382497373565,0.13725650626928182
Хабаровский край,8,2023,0.1186714137093093,0.44486335582727865,0.005941738033693169,0.33448846490474426,0.06820845606186018,0.7675700321693789,0.11968489330810592
Хабаровский край,8,2024,0.12111869330149254,0.38470139083038857,0.03664830320021835,0.17467861543139643,0.06310824235500606,0.8761915846515045,0.10226642770092251
Республика Башкортостан,80,2020,0.23571099853807345,0.44080120311725696,0.12541625869194697,0.1440143597492599,0.22138599218240776,0.7186712810814874,0.3142062687629275
Республика Башкортостан,80,2021,0.2524186357028825,0.4873106540917915,0.1697352428715252,0.14782330536299287,0.22889058126558137,0.6933741599535784,0.11695250454611386
Республика Башкортостан,80,2022,0.23345599726819308,0.4176698318846994,0.13065544094096962,0.2769652043760139,0.21608885404320682,0.6124457961588426,0.21415061813266476
Республика Башкортостан,80,2023,0.22900853688734926,0.48933980944350164,0.12831498535074828,0.1827779090953727,0.23541318135065578,0.6473781718282484,0.16340061499534314
Республика Башкортостан,80,2024,0.22954842064212694,0.48019767889281645,0.09634181928686657,0.2099696717398357,0.18539762207565194,0.6480716994209333,0.13898638754513218
Республика Бурятия,81,2020,0.04228020297956179,0.3519575398717689,0.06505990028595542,0.45941753430260174,0.09850359626265824,0.9237551402647465,0.04498508953798327
Республика Бурятия,81,2021,0.04465194234186915,0.29628351769068034,0.1605714650524184,0.5513613017963107,0.09167142507984904,0.9210443589025443,0.04877527989275927
Республика Бурятия,81,2022,0.04698093449564021,0.2516959196182068,0.03587955184798665,0.27310437954312894,0.08247934674766788,0.9325293543009572,0.10337773611118427
Республика Бурятия,81,2023,0.046785396820316745,0.33517920678568575,0.14805181144426707,0.08761493134162743,0.08450358259694447,0.8183010282927329,0.7547426093539863
Республика Бурятия,81,2024,0.04425362463640616,0.2164443775695937,0.12765268015174022,0.37030157480522435,0.06981509663594686,0.8644431821911696,0.4922022599012402
Республика Дагестан,82,2020,0.10133676912934293,0.0480954430229887,0.028160482462902654,0.29664495824441517,0.055757266318552004,0.6913269438041069,0.6142684197017234
Республика Дагестан,82,2021,0.09890998120911763,0.11594566271509259,0.6795066247450962,0.5037141040155516,0.05193892549758323,0.7946283128345781,0.8226151683262897
Республика Дагестан,82,2022,0.09117526385129504,0.08559352177586796,0.028310362634090945,0.509316936073629,0.04549442842568855,0.7643530992299642,0.6482288342995115
Республика Дагестан,82,2023,0.09201874301906204,0.06506489213372156,0.08694275186891383,0.4277577627986174,0.03911687416729387,0.8347633472682067,0.19966633974614803
Республика Дагестан,82,2024,0.08672768278278446,0.06392378479904202,0.01020237078631812,0.2761303202446148,0.03598950022767254,0.8480417093309383,0.13930775231833012
Кабардино-Балкарская Республика,83,2020,0.02484845505777442,0.20462154466461305,0.04219854169646665,0.1270080544067327,0.14434572165123333,0.8298486726105087,0.033605644312716496
Кабардино-Балкарская Республика,83,2021,0.026444005410079942,0.24097464986167433,0.09746805325010315,0.10012502096560737,0.13450933289211175,0.8589708594306447,0.0237478342466483
Кабардино-Балкарская Республика,83,2022,0.02578558699362927,0.20931228143664224,0.08762455621225435,0.24334064144782666,0.12184552405532219,0.8382477424396801,0.31534030670539054
Кабардино-Балкарская Республика,83,2023,0.02695809797632847,0.16217379081590214,0.029711447508819454,0.27420621530762307,0.12554263873253657,0.9240393403006205,0.26269451042198527
Кабардино-Балкарская Республика,83,2024,0.026490888300374618,0.1391801861402929,0.002900665604608156,0.09878626682071269,0.09441152353656698,0.8969325667518703,0.07446710137969924
Республика Алтай,84,2022,0.009376368799351746,0.4205479883758296,0.1375247214753226,0.1994869172817756,0.0411119323969347,0.9221614913018494,0.08743061462697989
Республика Карелия,86,2020,0.044791817725501136,0.4116368559862756,0.01691816333399193,0.17931668243726928,0.1075267139041391,0.9107795313815096,0.26666934331260617
Республика Карелия,86,2021,0.055668252605700796,0.2621875992558685,0.08039506354110504,0.18508322293093232,0.09274185385929204,0.8395870488762922,0.02420306162370428
Республика Карелия,86,2022,0.04120814696435253,0.31516512547897824,0.021652934567252258,0.28688752513668303,0.1141029350332046,0.8875007528388448,0.02657733258312301
Республика Коми,87,2020,0.08472695803353575,0.4778504037728041,0.03293232148347296,0.07661884357296181,0.11450703061945944,0.8597808390699365,0.07519552870976362
Республика Коми,87,2021,0.10776766520488562,0.3683846418138809,0.04475994910580439,0.1399064389810276,0.08199169144195151,0.8757351997424504,0.0740760849846966
Республика Коми,87,2022,0.10136471936322466,0.34085980216714434,0.13693616142298803,0.06237094154784071,0.08403837579344037,0.8833061949834816,0.09262269259306384
Республика Коми,87,2023,0.09468889916323478,0.3742218983222644,0.004296665245155312,0.25088280388304784,0.12032516220756198,0.8561245699921214,0.04322863293592919
Республика Коми,87,2024,0.091859822693838,0.3252336098885726,0.010351489437378836,0.10113063914461402,0.10565690459752598,0.8931868330742868,0.06127825967133826
Республика Марий Эл,88,2024,0.027157588752841105,0.6364173238507795,0.02841212173342712,0.31399348231105007,0.03579789105268287,0.7837951058198322,0.31442261611481126
Республика Мордовия,89,2020,0.03679640712659803,0.2836641476443393,0.06755870997226315,0.304286270566721,0.15414379118561117,0.4468299936772049,0.6190760632356332
Республика Мордовия,89,2021,0.03785730322921793,0.24280627700096385,0.24028652177148946,0.27411871697558254,0.14852376815707755,0.47013604770964795,0.10428524816864233
Республика Мордовия,89,2022,0.03547456432699441,0.27990120398553836,0.25187092418283347,0.17780549234093962,0.13903667005084,0.4480800633363951,0.2800059594740702
Республика Мордовия,89,2023,0.03676078080557244,0.26685851925541026,0.1123248982282125,0.23616273967574317,0.12708643143413234,0.5041724708037162,0.2551624032911911
Республика Мордовия,89,2024,0.03650271834859518,0.31856948975024774,0.11742236094984078,0.12442160983703603,0.1431657649484828,0.525271256108531,0.22002685124248725
Республика Северная Осетия-Алания,90,2022,0.023151753537011304,0.17767807527579538,0.0021501682047917136,0.10805537634425964,0.08590505401234662,0.7956517765939295,0.33756051597877507
Республика Северная Осетия-Алания,90,2023,0.024570730195671284,0.2267661912375536,0.07157493411139434,0.03142058364548258,0.07961460829505403,0.7815992110474568,0.35338240891310174
Республика Татарстан (Татарстан),92,2021,0.4420537608826711,0.3769561285246509,0.35663046618368766,0.3407850582179218,0.25311551056394355,0.41222217983934656,0.12822496487911744
Республика Татарстан (Татарстан),92,2022,0.43622891872772457,0.48105267785800615,0.24489828090579913,0.21639902627807772,0.2588023617508048,0.43759640954907125,0.08932870268912246
Республика Татарстан (Татарстан),92,2023,0.4308178890715176,0.5273003274132457,0.6347933386068447,0.22214147882245477,0.27984334516553566,0.4110889521134039,0.07910008642656861
Республика Татарстан (Татарстан),92,2024,0.41823012734175147,0.5583082930959047,0.04311080344045773,0.17248706762035831,0.3651238686758952,0.4364987095814821,0.5537761402099585
Республика Тыва,93,2022,0.011378158771735732,0.40325434996070375,0.01369225574757341,0.16866136357573028,0.12557471637208528,0.9008852870289176,0.030206849241228788
Республика Тыва,93,2023,0.011484421008649603,0.35089587505673525,0.015095949848929327,0.10422706604651974,0.11421873660379019,0.9119001065699052,0.030948147713362694
Удмуртская Республика,94,2020,0.095085246643256,0.4248229827808806,0.6869328229375322,0.5619690130231134,0.10332651894179794,0.6154114864668971,0.029234549047901126
Удмуртская Республика,94,2021,0.10816645731594814,0.3893249681809666,0.44592943121718204,0.2256969184115402,0.09920230880548542,0.5208795569785876,0.10651827609397754
Удмуртская Республика,94,2022,0.1013932296592725,0.38651581762741943,0.4204665067003713,0.11051611468435912,0.0719741592607999,0.6382274196729222,0.10454955113639165
Республика Хакасия,95,2020,0.03680610344658556,0.35467770266663634,0.1982438941146839,0.9315583028693504,0.014011903283209963,0.9504629658821802,0.09074964989174313
Республика Хакасия,95,2021,0.03918438358486214,0.194774504552521,0.024493693295975234,0.08505399172472028,0.017413637542564323,0.9029899361302943,0.057757451779726125
Республика Хакасия,95,2022,0.03618286469625967,0.21929104417297177,0.20921908158573765,0.09450222643873599,0.020739597486537812,0.880289517878134,0.1643385784291097
Республика Хакасия,95,2024,0.030251244589918416,0.23237115136669043,0.006696655979651944,0.2277138196843765,0.021545829353531738,0.9833370013844138,0.02138641739331063
Чувашская Республика - Чувашия,97,2020,0.048881156036305926,0.25398183761367754,0.02807911960045889,0.5332032990175527,0.21104996109998933,0.4411366350010463,0.3432000031455754
Чувашская Республика - Чувашия,97,2021,0.05082506155888344,0.3409648438623427,0.002034568848051292,0.4836321791179993,0.18066019601351987,0.47214945400664593,0.05557398251847615
Чувашская Республика - Чувашия,97,2022,0.05198443603692857,0.3706257116551044,0.0013578371549027714,0.3603805733981253,0.12390943635578834,0.4625881756665026,0.032604776957251946
Республика Саха (Якутия),98,2020,0.15693342288593948,0.3185999630237768,0.07961517797705654,0.2843016371066732,0.09421066054895888,0.8941144321608445,0.055473398477083984
Республика Саха (Якутия),98,2022,0.20989179478168962,0.3637399566885577,0.04234147612335543,0.23092723585695457,0.07094215188095317,0.859106866213892,0.1117974973285683
Республика Саха (Якутия),98,2023,0.2069132016786219,0.24243170591890076,0.08369622927697142,0.20146472106656618,0.06754885559180347,0.869235356019547,0.04723481088929392
Республика Саха (Якутия),98,2024,0.19376969431353475,0.2566175555022868,0.23453068850143294,0.6265890853950902,0.06319681878610586,0.8400237798042411,0.028790306285672654
