sector,okved2,year,factoriescap_s,researchorg_s,researchersavg_s,researchers_s
"Производство компьютеров, электронных и оптических изделий",26,2018.0,0.02613338811530003,0.2304075235109718,0.1710008358588099,0.16705097423950682
"Производство компьютеров, электронных и оптических изделий",26,2019.0,0.02829700540171172,0.22413793103448276,0.1727285887060999,0.1667340195402572
"Производство компьютеров, электронных и оптических изделий",26,2020.0,0.028739537853304034,0.24294670846394983,0.22540730605974288,0.20925349244459235
"Производство компьютеров, электронных и оптических изделий",26,2021.0,0.02690536256765056,0.2445141065830721,0.21821425069226855,0.20206654463910745
"Производство компьютеров, электронных и оптических изделий",26,2022.0,0.026218697134884877,0.274294670846395,0.2569812889036241,0.25250988502468286
"Производство компьютеров, электронных и оптических изделий",26,2023.0,0.031322254540208705,0.28056426332288403,0.2591573235707515,0.2620106021346899
"Производство компьютеров, электронных и оптических изделий",26,2024.0,0.03601560718191255,0.3275862068965517,0.3206485143660314,0.32582150696111756
Производство электрического оборудования,27,2018.0,0.01928544118084027,0.06583072100313479,0.023758936451382436,0.024508522119476073
Производство электрического оборудования,27,2019.0,0.01940066415656455,0.07210031347962383,0.01921074382094877,0.018446763496327286
Производство электрического оборудования,27,2020.0,0.02074358387477774,0.07836990595611286,0.02078906939495963,0.020665446391074555
Производство электрического оборудования,27,2021.0,0.02169572123870479,0.07366771159874608,0.0236095091781033,0.02270980420123454
Производство электрического оборудования,27,2022.0,0.019784481681877797,0.08620689655172414,0.017385863246027335,0.01779700636286559
Производство электрического оборудования,27,2023.0,0.022251274639933958,0.08150470219435736,0.02175100746669406,0.023597277359133445
Производство электрического оборудования,27,2024.0,0.02218723149925492,0.08620689655172414,0.02463868952281334,0.026434021917417453
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2020.0,0.00817209004543945,0.0438871473354232,0.016949722392143863,0.016687664915491954
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2021.0,0.0075605401501856835,0.03918495297805643,0.010535556686636999,0.011299435028248588
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2022.0,0.007240261618468455,0.045454545454545456,0.011134199700211534,0.011901648956822846
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2023.0,0.008704101404585886,0.04231974921630094,0.01587571386545008,0.015340607443681112
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2024.0,0.008856468026919853,0.045454545454545456,0.015493740398130292,0.016457872758535986
Производство электрических аккумуляторов и аккумуляторных батарей,27.2,2018.0,0.0007199740395885394,0.0109717868338558,0.002241409099187022,0.0021949112923035476
Производство электрических аккумуляторов и аккумуляторных батарей,27.2,2019.0,0.0007114837851497128,0.012539184952978056,0.0019145369388889149,0.0020602055451224635
Производство электрических аккумуляторов и аккумуляторных батарей,27.2,2020.0,0.0006983625098797454,0.0109717868338558,0.0017090744381301046,0.0019888907377913012
Производство электрических аккумуляторов и аккумуляторных батарей,27.2,2021.0,0.0007704907932987435,0.009404388714733543,0.010357177879160032,0.00912037147090752
Производство электрических аккумуляторов и аккумуляторных батарей,27.2,2022.0,0.0006547674490328475,0.0109717868338558,0.0013168278457723755,0.0019334236654226194
Производство электрических аккумуляторов и аккумуляторных батарей,27.2,2023.0,0.0008469790651913964,0.014106583072100314,0.0022815676788807897,0.002186987424822307
Производство кабелей и кабельной арматуры,27.3,2018.0,0.005128397286510433,0.004702194357366771,0.0034928625128997763,0.0030903083176836953
Производство кабелей и кабельной арматуры,27.3,2020.0,0.005392676646789361,0.006269592476489028,0.00024375323953658868,0.0002852592293246488
Производство кабелей и кабельной арматуры,27.3,2021.0,0.00677320221461322,0.006269592476489028,0.000903101082880771,0.0005625945911680574
Производство кабелей и кабельной арматуры,27.3,2022.0,0.006490200384157862,0.012539184952978056,0.003280862568935004,0.0024247034492595144
Производство кабелей и кабельной арматуры,27.3,2023.0,0.0067428569490256135,0.0109717868338558,0.0018379554613333583,0.004397746452088336
Производство кабелей и кабельной арматуры,27.3,2024.0,0.006628750750237968,0.01567398119122257,0.0036899197295366354,0.0033042527396771816
Производство электрических ламп и осветительного оборудования,27.4,2020.0,0.0011888876309341593,0.003134796238244514,0.0005603522747967555,0.00047543204887441463
Производство электрических ламп и осветительного оборудования,27.4,2021.0,0.0009703382321837896,0.003134796238244514,0.0005790306839566474,0.0004912797838368951
Производство электрических ламп и осветительного оборудования,27.4,2022.0,0.0009766304931829765,0.004702194357366771,0.0006070482976964852,0.000554670723686817
Производство электрических ламп и осветительного оборудования,27.4,2023.0,0.0011564384739084167,0.004702194357366771,0.0007191187526558363,0.0006418332659804597
Производство электрических ламп и осветительного оборудования,27.4,2024.0,0.0012013158609738082,0.004702194357366771,0.0007377971618157281,0.000586366193611778
Производство бытовых приборов,27.5,2021.0,0.002976084997246659,0.001567398119122257,6.537443205962148e-05,5.546707236868171e-05
Производство прочего электрического оборудования,27.9,2018.0,0.0021864187963572587,0.018808777429467086,0.006882993775420148,0.006069682490630027
Производство прочего электрического оборудования,27.9,2019.0,0.002216108638921999,0.01567398119122257,0.00403453637853664,0.0029080593656151694
Производство прочего электрического оборудования,27.9,2020.0,0.0026931681912034625,0.014106583072100314,0.0013261670503523215,0.0012281994595922379
Производство прочего электрического оборудования,27.9,2021.0,0.0026450648511766955,0.014106583072100314,0.00116926841340923,0.0011806562547047963
Производство прочего электрического оборудования,27.9,2022.0,0.0025026994887261873,0.0109717868338558,0.0009815504013523167,0.0009746357001925499
Производство прочего электрического оборудования,27.9,2023.0,0.0030754979628399588,0.009404388714733543,0.001036651708373998,0.0010301027725612318
Производство прочего электрического оборудования,27.9,2024.0,0.0029911570018430686,0.0109717868338558,0.0027363869419241562,0.0037559131861078757
"Производство машин и оборудования, не включенных в другие группировки",28,2018.0,0.024056441420765795,0.06269592476489028,0.040887037651003266,0.04159238040903004
"Производство машин и оборудования, не включенных в другие группировки",28,2019.0,0.024848251756935023,0.07210031347962383,0.05451293713314437,0.05127534647110562
"Производство машин и оборудования, не включенных в другие группировки",28,2020.0,0.028261886991315068,0.0768025078369906,0.03351747131696794,0.030768377429655866
"Производство машин и оборудования, не включенных в другие группировки",28,2021.0,0.027344912607632756,0.08307210031347963,0.046448533978361066,0.04167161908384244
"Производство машин и оборудования, не включенных в другие группировки",28,2022.0,0.026962788253124988,0.08307210031347963,0.04757204028932856,0.04358127114682134
"Производство машин и оборудования, не включенных в другие группировки",28,2023.0,0.03049203063077689,0.09561128526645768,0.05181764269137197,0.048002789201353396
"Производство машин и оборудования, не включенных в другие группировки",28,2024.0,0.030590671212100004,0.09404388714733543,0.05595210855891404,0.0545003605359704
Производство машин и оборудования общего назначения,28.1,2018.0,0.007573851916416197,0.025078369905956112,0.02948386885888929,0.02795540447381558
Производство машин и оборудования общего назначения,28.1,2019.0,0.007682508706515919,0.02821316614420063,0.030184309202385233,0.028113881823440386
Производство машин и оборудования общего назначения,28.1,2020.0,0.008188451449915236,0.03134796238244514,0.008428632133401198,0.008177431240639932
Производство машин и оборудования общего назначения,28.1,2021.0,0.007759974746752995,0.034482758620689655,0.009953724241306368,0.008914350916395274
Производство машин и оборудования общего назначения,28.1,2022.0,0.00791267109588934,0.03605015673981191,0.014332877268843013,0.012559329957765786
Производство машин и оборудования общего назначения,28.1,2023.0,0.009182110550390773,0.034482758620689655,0.013627767323057096,0.01237708100569726
Производство машин и оборудования общего назначения,28.1,2024.0,0.008661046575995665,0.034482758620689655,0.015081881476154677,0.01400147383935151
Производство прочих машин и оборудования общего назначения,28.2,2019.0,0.007254906914388532,0.009404388714733543,0.007051099457859174,0.006014215418261345
Производство прочих машин и оборудования общего назначения,28.2,2020.0,0.008181248205102968,0.007836990595611285,0.0047256375174526384,0.004286812307350972
Производство прочих машин и оборудования общего назначения,28.2,2021.0,0.007796384263467075,0.006269592476489028,0.004006518764796802,0.0032487856673085
Производство прочих машин и оборудования общего назначения,28.2,2022.0,0.007111749839054753,0.006269592476489028,0.004410906323108461,0.0036212074389267916
Производство прочих машин и оборудования общего назначения,28.2,2023.0,0.007812988546138403,0.012539184952978056,0.005230888485227713,0.004025324680470043
Производство машин и оборудования для сельского и лесного хозяйства,28.3,2020.0,0.003131544637712346,0.003134796238244514,9.339204579945927e-05,7.923867481240244e-05
Производство машин и оборудования для сельского и лесного хозяйства,28.3,2021.0,0.003930068322227875,0.001567398119122257,0.00025215852365854,0.00021394442199348658
Производство машин и оборудования для сельского и лесного хозяйства,28.3,2023.0,0.003223798915946034,0.004702194357366771,0.00048563863815718816,0.0005229752537618561
"Производство станков, машин и оборудования для обработки металлов и прочих твердых материалов",28.4,2020.0,0.0006910007584579178,0.001567398119122257,0.00014008806869918888,0.00011885801221860366
"Производство станков, машин и оборудования для обработки металлов и прочих твердых материалов",28.4,2021.0,0.0006085136977905314,0.001567398119122257,4.669602289972963e-05,3.961933740620122e-05
Производство прочих машин специального назначения,28.9,2018.0,0.006729289574489058,0.029780564263322883,0.011132331859295543,0.010610058557380687
Производство прочих машин специального назначения,28.9,2019.0,0.007108523567943912,0.029780564263322883,0.017016030744661476,0.0168936854700042
Производство прочих машин специального назначения,28.9,2020.0,0.0080696419401266,0.032915360501567396,0.02012972155161545,0.018106037194633957
Производство прочих машин специального назначения,28.9,2021.0,0.007249955698843597,0.03918495297805643,0.03218943642569962,0.02925491874073898
Производство прочих машин специального назначения,28.9,2022.0,0.00785136001624422,0.03605015673981191,0.02852006294623887,0.02702831197851047
Производство прочих машин специального назначения,28.9,2023.0,0.009534206483125791,0.04231974921630094,0.032398634608290414,0.031014017321574314
Производство прочих машин специального назначения,28.9,2024.0,0.010357931879803812,0.0438871473354232,0.03400030819375114,0.03246408507064128
"Производство автотранспортных средств, прицепов и полуприцепов",29,2018.0,0.04909655274081483,0.01567398119122257,0.026990301236043727,0.02541184301233746
"Производство автотранспортных средств, прицепов и полуприцепов",29,2019.0,0.05048293914863079,0.01567398119122257,0.03150113704815761,0.025768417048993273
"Производство автотранспортных средств, прицепов и полуприцепов",29,2020.0,0.04597514150450784,0.01567398119122257,0.036743232578881256,0.029500558632657426
"Производство автотранспортных средств, прицепов и полуприцепов",29,2021.0,0.051370811158937296,0.014106583072100314,0.037287708205892105,0.032424465733235076
"Производство автотранспортных средств, прицепов и полуприцепов",29,2022.0,0.02591215515265044,0.025078369905956112,0.06292569261875966,0.058295893059484474
"Производство автотранспортных средств, прицепов и полуприцепов",29,2023.0,0.028866352730886682,0.018808777429467086,0.03796760229931217,0.03448467127835754
"Производство автотранспортных средств, прицепов и полуприцепов",29,2024.0,0.032740664160759166,0.02664576802507837,0.07721093994424494,0.06980134864224531
Производство автотранспортных средств,29.1,2018.0,0.038121363145329344,0.012539184952978056,0.025962988732249673,0.024540217589401035
Производство автотранспортных средств,29.1,2019.0,0.038330644108439504,0.0109717868338558,0.029829419428347288,0.024611532396732198
Производство автотранспортных средств,29.1,2020.0,0.034769939425893355,0.009404388714733543,0.03546376155142867,0.029080593656151694
Производство автотранспортных средств,29.1,2021.0,0.03870598386358165,0.009404388714733543,0.036848765590634644,0.0319173382144357
Производство автотранспортных средств,29.1,2022.0,0.01775873409522244,0.014106583072100314,0.06150800136352387,0.05693298785271115
Производство автотранспортных средств,29.1,2023.0,0.018957329848492317,0.009404388714733543,0.036237047690648186,0.03283650684225957
Производство комплектующих и принадлежностей для автотранспортных средств,29.3,2019.0,0.010607251321196356,0.004702194357366771,0.0016717176198103208,0.0011568846522610756
Производство комплектующих и принадлежностей для автотранспортных средств,29.3,2020.0,0.009514359238892024,0.006269592476489028,0.0012794710274525918,0.00041996497650573293
Производство комплектующих и принадлежностей для автотранспортных средств,29.3,2021.0,0.010707129024656847,0.004702194357366771,0.00043894261525745853,0.0005071275187993757
Производство комплектующих и принадлежностей для автотранспортных средств,29.3,2022.0,0.00633213317619751,0.009404388714733543,0.0011842111407371434,0.0011648085197423158
Производство комплектующих и принадлежностей для автотранспортных средств,29.3,2023.0,0.007364211799743848,0.007836990595611285,0.001497074494165332,0.0014500677490669647
Производство комплектующих и принадлежностей для автотранспортных средств,29.3,2024.0,0.008135103362207817,0.009404388714733543,0.0012234357999729164,0.001133113049817355
Производство прочих транспортных средств и оборудования,30,2018.0,0.041654105859199035,0.054858934169279,0.0965113401291612,0.09118786697411273
Производство прочих транспортных средств и оборудования,30,2019.0,0.042414085694442875,0.05799373040752351,0.1443187283739044,0.13033177233143953
Производство прочих транспортных средств и оборудования,30,2020.0,0.039440812196433465,0.06426332288401254,0.17816587361254443,0.15545835611445233
Производство прочих транспортных средств и оборудования,30,2021.0,0.04007909741236786,0.06896551724137931,0.1749727995666609,0.15632205766990753
Производство прочих транспортных средств и оборудования,30,2022.0,0.03339963324040131,0.08307210031347963,0.14469136263664423,0.15108438126480772
Производство прочих транспортных средств и оборудования,30,2023.0,0.039132664455992616,0.08463949843260188,0.14731661304406704,0.16533941886355893
Производство прочих транспортных средств и оборудования,30,2024.0,0.04099960286468014,0.07836990595611286,0.15707421398919452,0.18030760453562175
"Производство прочих транспортных средств, не включенных в другие группировки",30.01.АГ,2018.0,0.009095851117117968,0.009404388714733543,0.005276650587669449,0.005102970657918717
"Производство прочих транспортных средств, не включенных в другие группировки",30.01.АГ,2019.0,0.007801939934077047,0.009404388714733543,0.00428669490219518,0.004849406898519029
"Производство прочих транспортных средств, не включенных в другие группировки",30.01.АГ,2020.0,0.009556821398408834,0.007836990595611285,0.0031276996138238904,0.004714701151337945
"Производство прочих транспортных средств, не включенных в другие группировки",30.01.АГ,2024.0,0.01033324017569861,0.004702194357366771,0.0037263426273984246,0.004175878162613608
Производство железнодорожных локомотивов и подвижного состава,30.2,2018.0,0.014603174000756523,0.012539184952978056,0.009441935830325331,0.008692482626920548
Производство железнодорожных локомотивов и подвижного состава,30.2,2019.0,0.0187911960971404,0.0109717868338558,0.00433339092509491,0.004128334957726167
Производство железнодорожных локомотивов и подвижного состава,30.2,2020.0,0.014220843161046813,0.012539184952978056,0.004666800528598979,0.003954009873138882
Производство железнодорожных локомотивов и подвижного состава,30.2,2021.0,0.012662794840868342,0.012539184952978056,0.004655593483103044,0.004603767006600582
Производство железнодорожных локомотивов и подвижного состава,30.2,2022.0,0.01126292582675568,0.0109717868338558,0.005239293769349665,0.004833559163556549
Производство железнодорожных локомотивов и подвижного состава,30.2,2023.0,0.012669512033865018,0.009404388714733543,0.005158042689504134,0.00487317850096275
Производство железнодорожных локомотивов и подвижного состава,30.2,2024.0,0.01392575421049421,0.009404388714733543,0.004979663882027168,0.004936569440812672
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2018.0,0.017719017681298445,0.032915360501567396,0.08179275371116641,0.07739241368927346
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2019.0,0.01560998926345042,0.03761755485893417,0.13569864254661432,0.12135403047519433
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2020.0,0.01539615205909526,0.0438871473354232,0.17037137347012155,0.14678964508997552
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2021.0,0.0161114413849653,0.048589341692789965,0.16563826458900494,0.1468847314997504
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2022.0,0.012985351269057312,0.061128526645768025,0.13546422851165765,0.14068826712942054
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2023.0,0.01471329642694731,0.06269592476489028,0.13558843993257094,0.15314458680993018
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2024.0,0.016572813970389275,0.06426332288401254,0.14836820747976895,0.17119515693219547
Производство прочих готовых изделий,32,2018.0,0.004609016190578954,0.007836990595611285,0.0013261670503523215,0.0011410369172985952
Производство прочих готовых изделий,32,2019.0,0.004942035139599399,0.0109717868338558,0.0015876647785908074,0.001592697363729289
Производство прочих готовых изделий,32,2020.0,0.00626217345945834,0.018808777429467086,0.002466483929563719,0.0023613125094095926
Производство прочих готовых изделий,32,2021.0,0.00533344638861419,0.017241379310344827,0.002007928984688374,0.0020047384727537817
Производство прочих готовых изделий,32,2022.0,0.005178478679531522,0.01567398119122257,0.0017389598927859313,0.0018779565930539378
Производство прочих готовых изделий,32,2023.0,0.005979261520688811,0.017241379310344827,0.0010730746062357869,0.001917575930460139
Производство прочих готовых изделий,32,2024.0,0.005933446245521302,0.017241379310344827,0.0013532507436341647,0.0020681294126037035
Производство медицинских инструментов и оборудования,32.5,2018.0,0.0007321055126137816,0.006269592476489028,0.0012981494366124838,0.0011172653148548743
Производство медицинских инструментов и оборудования,32.5,2019.0,0.0009044885231391709,0.004702194357366771,0.0005603522747967555,0.0005229752537618561
Производство медицинских инструментов и оборудования,32.5,2020.0,0.002016151238077916,0.0109717868338558,0.001196352106691073,0.0010538743750049524
Производство медицинских инструментов и оборудования,32.5,2021.0,0.0013263194599260311,0.007836990595611285,0.0006817619343360526,0.0006497571334617
Производство медицинских инструментов и оборудования,32.5,2022.0,0.0013323420830540329,0.007836990595611285,0.000494977842737134,0.000681452603386661
Производство медицинских инструментов и оборудования,32.5,2023.0,0.0014932408708543698,0.009404388714733543,0.0008993654010487927,0.0010617982424861927
Производство медицинских инструментов и оборудования,32.5,2024.0,0.0015292792063036755,0.0109717868338558,0.0012533212546287432,0.0013232858693671206
"Производство изделий, не включенных в другие группировки",32.9,2024.0,0.0013180808472544356,0.004702194357366771,5.790306839566474e-05,0.0007131480733116219
Ремонт и монтаж машин и оборудования,33,2018.0,0.020496219957678606,0.007836990595611285,0.0019518937572086986,0.0033280243421209025
Ремонт и монтаж машин и оборудования,33,2019.0,0.02177615723314104,0.007836990595611285,0.005790306839566474,0.005071275187993756
Ремонт и монтаж машин и оборудования,33,2020.0,0.02438617143355988,0.006269592476489028,0.005808985248726366,0.005213904802656081
Ремонт и монтаж машин и оборудования,33,2021.0,0.021200675664088623,0.006269592476489028,0.002409514781626049,0.002044357810159983
Ремонт и монтаж машин и оборудования,33,2022.0,0.018892291437116352,0.0109717868338558,0.008662112247899846,0.00942147843519465
Ремонт и монтаж машин и оборудования,33,2023.0,0.019635818592041804,0.01567398119122257,0.0174092112574772,0.017876245037677988
"Производство, передача и распределение электроэнергии",35.1,2018.0,0.07291974252228736,0.014106583072100314,0.0013448454595122133,0.0012836665319609195
"Производство, передача и распределение электроэнергии",35.1,2021.0,0.06959852990026365,0.001567398119122257,9.339204579945927e-05,0.0001980966870310061
"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",35.3,2020.0,0.03163855329479057,0.001567398119122257,0.004171822685861845,0.003129927655089896
"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",35.3,2021.0,0.02842844902762931,0.001567398119122257,0.003525549728929587,0.0030427651127962535
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2018.0,0.012504448423696014,0.006269592476489028,0.0011020261404336193,0.0012440471945547183
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2020.0,0.020123664524785128,0.001567398119122257,0.0012168983567669542,0.0022899977020784303
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2021.0,0.02030544297663122,0.001567398119122257,0.0028484573968835074,0.0042630407049072516
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2018.0,0.35034673512660786,0.007836990595611285,0.0036236113770190194,0.003343872077083383
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2019.0,0.341308949094823,0.009404388714733543,0.0038570914915176673,0.003644979041370512
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2020.0,0.257340235820381,0.009404388714733543,0.0038477522869377217,0.003708369981220434
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2021.0,0.3747084380523751,0.007836990595611285,0.0010459909129539437,0.0009191686278238682
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2022.0,0.3662005874152109,0.0109717868338558,0.0010067662537181707,0.000586366193611778
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2023.0,0.3337456742640351,0.0109717868338558,0.0019574972799566662,0.0018462611231289767
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2024.0,0.3197697256038341,0.007836990595611285,0.0017576383019458231,0.0016164689661730097
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2018.0,0.8588218678840712,0.7272727272727273,0.5818231061260513,0.5509227343681904
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2019.0,0.8835531341812767,0.7962382445141066,0.7371901135180317,0.6850262676207003
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2020.0,0.8809078267741857,0.8307210031347962,0.8162203305144501,0.739867354458364
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2021.0,1.0,0.8401253918495298,0.7879085318303439,0.7177122209808163
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2022.0,0.8961478548285529,0.9106583072100314,0.8369076025794884,0.8095736166908345
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2023.0,0.8861667245841659,0.9278996865203761,0.8454819263043366,0.8425527531477564
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2024.0,0.8659309331159443,1.0,1.0,1.0
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2018.0,0.10864254014376883,0.014106583072100314,0.0013448454595122133,0.0012836665319609195
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2020.0,0.1059709323221871,0.003134796238244514,0.004171822685861845,0.003129927655089896
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2021.0,0.10234094296996223,0.003134796238244514,0.003618941774729046,0.00324086179982726
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2018.0,0.02283002652313936,0.006269592476489028,0.0011020261404336193,0.0012440471945547183
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2020.0,0.03000199016291995,0.001567398119122257,0.0012168983567669542,0.0022899977020784303
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2021.0,0.029638267561200693,0.001567398119122257,0.0028484573968835074,0.0042630407049072516
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2024.0,0.022997208641028846,0.004702194357366771,0.007156632469612563,0.0068303737688290905
