sector,okved2,year,factoriescap_s,ITcosts_s,skvozcosts_s,trainingcosts_s,x,y,clust
Предоставление услуг в области добычи полезных ископаемых,09,2021.0,0.0976198461773598,0.1380336333350893,0.0026601786797491,0.0028332359974798,-0.056359936622908634,0.022529362579595133,0
"Производство мыла и моющих, чистящих и полирующих средств; парфюмерных и косметических средств",20.4,2023.0,0.0194291117092126,0.0735215825356956,0.0140921822017558,0.0030140942615511,-0.05528049016223839,-0.040323556804789926,2
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2020.0,0.2893794711531513,0.2284169610253334,0.0634042797511789,0.0430266148755102,0.01938244977309457,0.10943348206312327,0
Ремонт и монтаж машин и оборудования,33,2024.0,0.0556069505541432,0.1396449429233989,0.0074531484854024,0.0194994145825142,-0.05075132395743433,0.027935517429010806,0
Производство прочих готовых изделий,32,2022.0,0.0141410987789049,0.1033555165623726,0.0162466862277966,0.0148213026689426,-0.04799186780587202,-0.00914059784356741,2
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2021.0,0.279466900073332,0.2665992629589045,0.1366985904710256,0.198062977636764,0.10355186830757629,0.17701050722057987,3
Обработка металлов и нанесение покрытий на металлы; механическая обработка металлов,25.6,2022.0,0.0238664677986687,0.0627955906613535,0.0006173900101473,0.0123806461605814,-0.06992208453295642,-0.045666997915611074,2
"Производство готовых металлических изделий, не включенных в другие группировки",25.04.АГ,2022.0,0.068854331878117,0.1352058129757017,0.1368561108990738,0.0168916691326022,0.07612951864143538,0.0019957485804001224,0
"Производство готовых металлических изделий, кроме машин и оборудования",25,2021.0,0.1503864575329697,0.2485262738970128,0.0329489564369647,0.0100338308982141,-0.00872209812818095,0.12418335095557727,0
Производство бумаги и бумажных изделий,17,2024.0,0.0447241697915629,0.0682074184057667,0.0132107551841026,0.0138588288972365,-0.05658465098784536,-0.04217721162113321,2
"Производство, передача и распределение электроэнергии",35.1,2024.0,0.1515758871286064,0.3723100485182066,0.0818746079338895,0.0342311826907383,0.06004441556585488,0.24014076040187748,3
Производство прочих готовых изделий,32,2023.0,0.0163278315933156,0.0666828126015374,0.014979163141923,0.0318898188056771,-0.05440538069454602,-0.0388659074800802,2
Добыча нефти и нефтяного (попутного) газа,06.1,2022.0,0.5664938978953121,0.0441375777426548,0.0126885039896894,0.0140978753323757,-0.060899364483693,-0.06480273429830534,2
"Производство машин и оборудования, не включенных в другие группировки",28,2022.0,0.0736284680574628,0.1387083279053917,0.3924479181001488,0.0323171416739748,0.3294521815538316,-0.03187523512051771,1
Деятельность полиграфическая и копирование носителей информации,18,2022.0,0.0138799966060747,0.0579466594462681,0.0004170732963612,0.0326838214402535,-0.07012618131502243,-0.04454657639583434,2
Добыча металлических руд,07,2021.0,0.0983450030742452,0.0675800344258864,0.3151795903431258,0.0394126388662801,0.24222394301291075,-0.08465439875262598,1
Производство изделий из пластмасс,22.2,2023.0,0.0600777782665773,0.0408119349448337,0.0001656144759089,0.0819023644657885,-0.07124115897069681,-0.04695959385263325,2
Производство молочной продукции,10.5,2022.0,0.0541395556859458,0.0654172313046612,0.0713798642800212,0.0116992992313922,0.0002879820893060825,-0.05486569810489524,2
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2022.0,1.0,0.0621177057945594,0.0443925566378626,0.0140533282785255,-0.026774040411526027,-0.05294819397097227,2
"Производство компьютеров, электронных и оптических изделий",26,2024.0,0.0983493976241955,0.2953775789039377,0.0912822341638509,0.019753805710868,0.05661200140992917,0.1617649645594843,3
Добыча руд цветных металлов,07.2,2024.0,0.0471076907687036,0.0739719423315277,0.3990097305593179,0.0261809819079805,0.3254540541698513,-0.0959158410363184,1
"Производство, передача и распределение электроэнергии",35.1,2022.0,0.1676152121122686,0.3089448808635247,0.0627791831811895,0.0372955739247022,0.031292187867531046,0.18413577237334217,3
Производство пищевых продуктов,10,2023.0,0.3471002275831887,0.0364831056726053,0.0570904397195583,0.0260812530912347,-0.017850397238962076,-0.07590490624472296,2
"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",35,2024.0,0.2213182400434738,0.3218334419265262,0.0706103084227081,0.0321121409678925,0.040864125553769934,0.1936114771726843,3
Производство комплектующих и принадлежностей для автотранспортных средств,29.3,2021.0,0.0292384266782093,0.0903145525729279,0.002560979817566,0.0244845059618298,-0.06319673275531856,-0.01655750073995174,2
Производство прочей неметаллической минеральной продукции,23,2021.0,0.0908944538973186,0.0776443116386671,0.0245602845746514,0.0284419956367398,-0.043346604629362816,-0.0310126547445842,2
Производство прочих машин специального назначения,28.9,2021.0,0.0197977718987745,0.1860196117016771,0.0405331040683627,0.0377911371404582,-0.010088716542398304,0.07156275301114863,0
Производство прочих транспортных средств и оборудования,30,2022.0,0.0912058428855867,0.1914215099819718,0.0245049327207676,0.015938913883921,-0.02586769727698069,0.0731673842396043,0
Деятельность полиграфическая и предоставление услуг в этой области,18.1,2022.0,0.0138117444174985,0.0562165363545667,0.000432033607544,0.0322188337206553,-0.07040258606414201,-0.046316213137126847,2
Производство текстильных изделий,13,2022.0,0.0141202897380508,0.0395873717392207,0.044020968462766,0.0076992730649731,-0.030943556130326462,-0.07598466837932277,2
Производство прочих пищевых продуктов,10.8,2023.0,0.0625821142041372,0.0364517244646932,0.0456060609223241,0.0178903015503688,-0.02949382679731894,-0.07636003632710418,2
"Производство готовых металлических изделий, не включенных в другие группировки",25.04.АГ,2024.0,0.0969697765480504,0.2956287363950519,0.1573218560269798,0.3641275544407625,0.13471621800909567,0.2475612725253779,3
Добыча руд цветных металлов,07.2,2023.0,0.0483415753552965,0.0984014684601408,0.6372137487490449,0.0116399702710638,0.5638085791371591,-0.11553872724933476,4
"Производство прочих транспортных средств, не включенных в другие группировки",30.01.АГ,2023.0,0.0316467055144721,0.0836326232313532,0.1088302730989256,0.0219736172963443,0.040507063899099596,-0.04083653742306888,2
Добыча нефти и природного газа,06,2024.0,0.6375284558981734,0.0590038877784888,0.0042132568017978,0.0112253865033797,-0.06701728701935798,-0.050161882267878974,2
"Производство готовых металлических изделий, не включенных в другие группировки",25.04.АГ,2021.0,0.0709465254370807,0.435589508287944,0.0385058214739574,0.0066375868362174,0.026231009879183045,0.299348444660673,3
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2020.0,0.0819277499653561,0.1735742511172933,0.0054994921081819,0.0111973907817021,-0.04762170847275853,0.0580387190652827,0
Производство пищевых продуктов,10,2024.0,0.3332246866691978,0.0344985539551473,0.0270163041744916,0.0167857699800995,-0.048186619337759765,-0.07549887041029377,2
"Производство компьютеров, электронных и оптических изделий",26,2021.0,0.0734716532203274,0.4520940035093742,0.0129010365285747,0.0178034026903323,0.00399671399998805,0.32224553159674263,3
"Производство машин и оборудования, не включенных в другие группировки",28,2023.0,0.0832659249565975,0.1325354296746165,0.0181643216703646,0.0290739570385517,-0.04094881127537817,0.022145627099781975,0
Производство прочего электрического оборудования,27.9,2023.0,0.0083983971313318,0.0904115966588581,0.3710686922131435,0.0119352006517019,0.29995216302062166,-0.07980543532659584,1
"Производство одежды, кроме одежды из меха",14.1,2023.0,0.0130218913919232,0.0472882169060733,0.0079775614192725,0.0003944170573135,-0.06556258510560001,-0.06488767815109579,2
"Забор, очистка и распределение воды",36,2023.0,0.0127442519926052,0.2002873762650721,0.0031369003670722,0.0323990207841753,-0.04493184071115499,0.0896283902477585,0
Производство молочной продукции,10.5,2021.0,0.0524881084407154,0.2122038307559045,0.0279633209293698,0.0069385302307137,-0.01950436370466114,0.0897557158121091,0
Распиловка и строгание древесины,16.1,2022.0,0.013924362360431,0.0190030421577609,0.0094024376254316,0.0138673277189389,-0.06812716688539716,-0.08811832663312066,2
Производство электрического оборудования,27,2023.0,0.0607625312591448,0.0993412379228411,0.0522565928772695,0.0265791383868823,-0.012655745724849538,-0.015498597315728294,2
Производство мебели,31,2021.0,0.0174136083030293,0.1062154508191857,0.0184603626281296,0.0875995449021542,-0.04262814594649382,0.013553851985186216,2
Производство химических веществ и химических продуктов,20,2021.0,0.228234591324532,0.0640236941225767,0.0698905584580742,0.1173757561761725,0.0025577044213813682,-0.026397298170309877,2
Производство химических веществ и химических продуктов,20,2024.0,0.175386617480746,0.1191769740292321,0.0068758460719892,0.0143992557088817,-0.054750522094231646,0.00723461450728731,0
Производство прочих химических продуктов,20.5,2024.0,0.0181218107988104,0.077008573538902,0.0024924388272834,0.013581237075802,-0.06577820072070582,-0.03218610575640267,2
Ремонт и монтаж машин и оборудования,33,2023.0,0.0536203907553486,0.1241682717410596,0.0020228602571221,0.0425762167257693,-0.057693404428023363,0.020623570851666065,0
Добыча прочих полезных ископаемых,08,2024.0,0.02473030623588,0.2019213560157924,0.000765652539494,0.0019574289650434,-0.04815364845544143,0.08304867610894674,0
Добыча руд цветных металлов,07.2,2021.0,0.0533559639352837,0.0841456935296079,0.4665669042776595,0.0319270546683653,0.3939372176667276,-0.09565061395915021,4
"Производство основных химических веществ, удобрений и азотных соединений, пластмасс и синтетического каучука в первичных формах",20.1,2024.0,0.1259039627000438,0.1353583224111934,0.0074990671178623,0.0135198987955525,-0.05160830490362848,0.022199890055177793,0
Добыча и обогащение угля и антрацита,05.1,2022.0,0.0970642839631023,0.0226280236924156,0.1729467574885556,0.0173732714648342,0.09394569080655554,-0.11026101090028874,1
"Производство целлюлозы, древесной массы, бумаги и картона",17.1,2021.0,0.0254712877639901,0.0654719265381382,0.0786442206355192,0.0894439728622637,0.010377414247559766,-0.03425733439902191,2
Производство прочих транспортных средств и оборудования,30,2024.0,0.1119594131567936,0.246839303858933,0.0141022935011196,0.030606556111681,-0.026814012580605444,0.13139871458940056,0
Производство бумаги и бумажных изделий,17,2021.0,0.0565018371224895,0.065882306565469,0.049542248705269,0.0437271331312143,-0.01998535961815375,-0.04192560496056079,2
Производство строительных металлических конструкций и изделий,25.1,2023.0,0.0416400365069396,0.0327552307054603,0.0038122645129277,0.0409455939782238,-0.07045243205037958,-0.06662647624622617,2
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2023.0,0.9113739456830056,0.0667798386751989,0.0807989163702096,0.0195567563459692,0.010091702185577547,-0.0529087476716803,2
Производство металлургическое,24,2024.0,0.3360927593370141,0.0844004706324868,0.1230603500795028,0.0077661388246499,0.05413690873474211,-0.046392497125565924,2
Производство изделий из пластмасс,22.2,2021.0,0.0647967838962796,0.0469667491664828,0.0035552272076288,0.0139194318932583,-0.06947014956467476,-0.06069250968789767,2
Производство хлебобулочных и мучных кондитерских изделий,10.7,2023.0,0.0298372468673511,0.0823458195382227,0.0452603165910276,0.0511231972309793,-0.021328295270773907,-0.02358325107447888,2
"Производство автотранспортных средств, прицепов и полуприцепов",29,2023.0,0.0788266150380502,0.1159129801347499,0.0041623803470991,0.0151497028184962,-0.05791619329775585,0.00479628855334259,0
Производство электрического оборудования,27,2021.0,0.0592454572283507,0.09399204812439,0.0048559290087166,0.0513511238050746,-0.059343772323045815,-0.005938681046918734,2
"Переработка и консервирование рыбы, ракообразных и моллюсков",10.2,2022.0,0.0205804711254774,0.0157640032946084,0.0436887174368869,0.1272318067453067,-0.030561873744315467,-0.06505542950706238,2
Сбор и обработка сточных вод,37,2022.0,0.0103590556036622,0.1913853050640455,0.0085841005015255,0.005016180251037,-0.041991664854441106,0.07266423700792483,0
"Добыча камня, песка и глины",08.1,2021.0,0.0127779201301691,0.028311717513016,0.0050739603075792,0.012477758005542,-0.07097727605894716,-0.07899530621413103,2
Деятельность полиграфическая и предоставление услуг в этой области,18.1,2021.0,0.0135093642639624,0.1981534458479184,0.0196787757691789,0.0144159317081384,-0.02962155804006182,0.0798955550589276,0
Производство автотранспортных средств,29.1,2021.0,0.1056961271875172,0.1236999975785658,0.0010864496013434,0.2782172065153216,-0.04986197701597529,0.08621358609320522,0
"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",35.3,2023.0,0.0657101977496551,0.1340500039511174,0.0118778574220455,0.0156224523393051,-0.047416007325286696,0.020838729393183694,0
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2023.0,0.023768671333989,0.1589406816145557,0.0060927258149798,0.031829634992444,-0.0485786262215093,0.04986315523945224,0
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2022.0,0.0439055741412204,0.0494539937597253,0.0061107175162651,0.0048809523802001,-0.06689380261253444,-0.06128075709178538,2
"Производство основных драгоценных металлов и прочих цветных металлов, производство ядерного топлива",24.4,2024.0,0.1705184896059721,0.0859035822047517,0.1263462996785152,0.0102286655391521,0.05770922590075975,-0.04481514136225963,2
Производство металлургическое,24,2021.0,0.4649214404263163,0.0579945997540784,0.1032712698238129,0.0110186245362364,0.03055506426581618,-0.0672579090834228,2
Производство прочих машин специального назначения,28.9,2024.0,0.0282848587243243,0.18137372387644,0.0345216147177101,0.0390491339248759,-0.016708150249249015,0.06849412065485742,0
Производство химических веществ и химических продуктов,20,2023.0,0.1866793649255283,0.084505888098242,0.0090971442978954,0.0241354873720356,-0.05767968290754982,-0.023213002127328797,2
Производство химических веществ и химических продуктов,20,2022.0,0.2184393160742367,0.0539487256338771,0.0355241304278441,0.0444136286461805,-0.035679358126273236,-0.05075035778259296,2
Производство прочей неметаллической минеральной продукции,23,2022.0,0.0947875990426082,0.0602539938594815,0.0027524913539986,0.0338615650617136,-0.06741264178693235,-0.04241306313937902,2
Производство нефтепродуктов,19.2,2021.0,0.5263036909982757,0.0766427202693572,0.0091284272904301,0.0043599680701864,-0.05963392809926796,-0.036187840547613565,2
Распиловка и строгание древесины,16.1,2023.0,0.0117210489141464,0.0580595416176353,0.0047874615269968,0.002400941891874,-0.06693079149309802,-0.05361590037283991,2
"Производство машин и оборудования, не включенных в другие группировки",28,2021.0,0.0746719517864348,0.1672472835071126,0.0418016373768637,0.0199563249804422,-0.01247552300664842,0.04860634702622908,0
Добыча угля,05,2022.0,0.1027666205985764,0.0237599743598604,0.1557604047788698,0.0156275048620426,0.07710173218809235,-0.10688754880407589,2
"Забор, очистка и распределение воды",36,2021.0,0.0141944996459097,0.3440958892482686,0.1551016398475476,0.0316134917980493,0.12773479737384474,0.2008208082258982,3
"Производство изделий из дерева, пробки, соломки и материалов для плетения",16.2,2024.0,0.018594285253874,0.0716585486663584,0.0009893524590138,0.0185318290030169,-0.06792227558073995,-0.035620661612230584,2
Производство прочего электрического оборудования,27.9,2024.0,0.0081680835712357,0.1088100436960851,0.1573407979576094,0.0136701146252615,0.09204451081101461,-0.027209013184462227,1
Предоставление услуг в области добычи полезных ископаемых,09,2024.0,0.0892442992908916,0.1023820208548937,0.1257123220281136,0.0019793409806606,0.05938182809648221,-0.03142512546958476,2
Производство молочной продукции,10.5,2023.0,0.0524633976764938,0.0779261976421872,0.0333354749291037,0.0214629247413406,-0.03490509621102108,-0.03412188073461482,2
Деятельность полиграфическая и копирование носителей информации,18,2023.0,0.0137400026479898,0.1512465848879021,0.0079232753287294,0.0188854451667836,-0.048474828171420986,0.03866609786650073,0
Производство изделий из пластмасс,22.2,2022.0,0.0609352095858751,0.0443189369410773,0.0055120210967101,0.0137257707905573,-0.06796559351280466,-0.06356996970826331,2
Производство прочих транспортных средств и оборудования,30,2021.0,0.1094457485589033,0.1899784939008527,0.0092492621453063,0.01178667950807,-0.04130425224944692,0.07311789700163525,0
Добыча металлических руд,07,2022.0,0.0626329415616188,0.1076554931371083,0.2167058862799623,0.0182030774965562,0.1506067682789352,-0.03667278253549992,1
"Забор, очистка и распределение воды",36,2022.0,0.0127146170469714,0.1890933652592897,0.2129828025186051,0.039530361092971,0.1606175954562825,0.04695861672445094,1
Производство прочих пищевых продуктов,10.8,2021.0,0.0678391561559042,0.048166223406334,0.0126185276185644,0.007799860189456,-0.06056697740449993,-0.06273990412957185,2
Производство пищевых продуктов,10,2021.0,0.3703162159456771,0.0583204913757917,0.0296984948226793,0.0226691500751255,-0.04155052630518632,-0.05174690307981528,2
"Производство изделий из бетона, цемента и гипса",23.6,2022.0,0.0371930098621664,0.0797011824086848,0.0050768647949381,0.0064309748847665,-0.06307005860170166,-0.03205680359149528,2
"Производство изделий из бетона, цемента и гипса",23.6,2021.0,0.0338750687766693,0.1007479536706565,0.0420362411689479,0.0051842882763476,-0.023319181384318127,-0.018489672473742058,2
"Производство прочих транспортных средств, не включенных в другие группировки",30.01.АГ,2022.0,0.0244980661513547,0.1043952563132762,0.1670461316187801,0.0443371417123688,0.10207126856026377,-0.024388501140171173,1
Предоставление услуг в области добычи полезных ископаемых,09,2022.0,0.0939541383393828,0.1096484326758491,0.0581180041364705,0.0102398911685622,-0.005853746205207427,-0.011264790777155781,2
"Производство готовых металлических изделий, не включенных в другие группировки",25.04.АГ,2023.0,0.0816108618520145,0.2471803320008679,0.4794136108156863,0.0171885175439547,0.4318563177902168,0.052421669058165324,4
"Производство готовых металлических изделий, кроме машин и оборудования",25,2022.0,0.1448174790667643,0.0978641454797295,0.0925219434955581,0.0151144106949704,0.02641047890964511,-0.026639212604956372,2
Производство прочих машин специального назначения,28.9,2023.0,0.0260354756676443,0.1350325647401186,0.0045371764191835,0.0356907760705147,-0.0537515791271385,0.028571112320711592,0
Производство электрического оборудования,27,2024.0,0.0605876458469419,0.1279627388140504,0.029043508877701,0.0232860324334884,-0.03115477190969864,0.014433960624827796,0
Производство прочих машин специального назначения,28.9,2022.0,0.0214400530366765,0.1488571103934331,0.0027843041044971,0.030014430626851,-0.05350647553997493,0.040350789463152084,0
Производство хлебобулочных и мучных кондитерских изделий,10.7,2021.0,0.0302203630024659,0.1242518683133167,0.0281549129276244,0.0297042199032007,-0.032378193265723575,0.012861071862988571,0
Добыча нефти и нефтяного (попутного) газа,06.1,2021.0,0.5830252345305068,0.0544530947858012,0.251531476452336,0.0078814494858544,0.17616439260702613,-0.09555795686231287,1
Предоставление услуг в области добычи полезных ископаемых,09,2023.0,0.0929135371364968,0.1076483275511114,0.0229230161304405,0.0054746380426849,-0.04107538774226726,-0.008775474273037473,2
"Производство лекарственных средств и материалов, применяемых в медицинских целях и ветеринарии",21,2023.0,0.0382646215563724,0.1046477588643811,0.0057369690870358,0.022158075233071,-0.05788235642555099,-0.004160157211220025,2
"Обработка древесины и производство изделий из дерева и пробки, кроме мебели, производство изделий из соломки и материалов для плетения",16,2023.0,0.0298631417061374,0.0754283324748704,0.0180575827498073,0.008125467260155,-0.050874647313014026,-0.03773398546621197,2
Производство прочей неметаллической минеральной продукции,23,2024.0,0.0921273737267102,0.044174379887844,0.0191210993132102,0.0374616675464267,-0.053671107304580815,-0.059280201725718164,2
"Производство лекарственных препаратов и материалов, применяемых в медицинских целях и ветеринарии",21.2,2024.0,0.0357541956862947,0.1216972781438376,0.077885614996214,0.0241748916284354,0.016079337800447138,0.0008234589173020945,0
